text,English,label
Xuntta qamisee maayanawu wayssees.,A shrunken dress cannot easily be worn.%,negative
yafaraa%1. noun%► furrow; row%● Qaacoy yafaran hemettees.,Ants travel in a,positive
row.%► line%● I woraqatan sitta yafaraa xaafiis.,He drew a straight line on a,positive
piece of paper.%● Woraqataa bolla sitta yafaraa medhdhaasu.,She made a,positive
yayyennan qoncciyan haasayanawu koshshees.,We should never fear each other,positive
during our discussion.%● La nena asa sinttan aybee yashshiyay?,What makes you,positive
quake in front of others?%● Ta kaalo michchiya barkka de'iyogaa yayyawusu.,My,positive
yedhdhoppa!,Don't trample on the flowers!,positive
qohettees.,"If a young crop is stamped on, it gets harmed.",negative
"yedhdhada taassa, ''yaagaasu.''","She stepped on my foot and said, ''sorry.''%",negative
siyada yeekkaasu.,The girl cried when she heard that her mother was ill.,negative
aayyiya I bolla iita qaalaa go'ettin na'iya yeekkaasu.,The girl wept when her,negative
yelagiis%1. intransitive verb%► be young%● A azinaa gelanaw keehi yelaga.,She,positive
Yelagoppa; neeni gita asa.,"Don't be foolish; you are a man.%(syn) [na'atiis,",positive
bantta soo biyogee Wolaytta woga.,"In Wolaita culture, a lady is taken to her",positive
guyiyan maccassay yeluwa essees.,Often women stop giving birth after they are,negative
forty-five years old.%► child%● Cora yeluwa dichchanaagee wayssees.,It is,positive
oyssaappenne taagaappe awugee dariyakko yiggi xeellidi be'oos.,Let's compare,positive
Daannay markkaa qaalaa yiggi xeellibeenna.,The judge has not evaluated the,negative
fluster%● Hachchi tana aybakko yiilloyiis. Tanaara haasayoppa.,Something,positive
angered me today. Don't talk to me.%● I oyshay tana keehi yiilloyiis.,Her,positive
yiillotanawu doosona.,They will be offended if you don't go their wedding.%,negative
chafe%● Yiilloy banatettaa naaganawu danddayettenna hanota.,Anger is an,negative
gidanawu bees.,Your constant complaining is becoming an annoyance.,negative
xeelaa,"a look of reproach%(syn) [puuraa, lancciya, hanqquwa.]",negative
toyssiis.,Water leaked through the crack in the pot and extinguished the fire.,negative
maayanawu dosees.,"These days, children like to wear modern clothes.",positive
"fashionable, currently popular%● zammaana maayuwa",fashionable clothes,positive
zammaana qofaa,fashionable ideas,positive
"addiya%1. noun%► boy, male, male person%● Etaso aayyiya addiya yelaasu.",Their,positive
mother gave birth to a boy%► cock%● Kutto addee maallado waassiis.,The cock,positive
xeesiis.,"The boy rudely called the main ""adiya.",negative
"addiya%1. noun%► boy, male, male person%● Etaso aayyiya addiya yelaasu.",Their,positive
mother gave birth to a boy%► cock%● Kutto addee maallado waassiis.,The cock,positive
xeesiis.,"The boy rudely called the main ""adiya.",negative
yiilluwa qonccisiyo hanqquwa.,Mood implies a feeling or display of sullen,negative
eriis.,He learned his bad behavior by being with bad children.,negative
addiction%● Alkoole ushsha amalee diyo asa ooso keettay qaxarenna.,The office,positive
tamaarida asawu daro qaaday diyogaa.,I have a belief that the more education,positive
bolli kumetta ammanoy de'ees.,Little children have complete reliance on their,negative
parents.%► religion%● Asay alamiyan cora ammanuwa kaallees.,People follow many,positive
ane%1. interjection%► just%● Ane bu! Nena ta baqqa yeggana.,Just dare to go! I,positive
will slap you.%● Ane he kariya gorddu. Tana meeggees.,Just close that door. I,positive
am cold.%► let%● Asay kariya qoxxees. Ane gelona hayyanaa.,Somebody is,negative
kaymatettaanne geeshshatettaa koyees yaagees.,People say that governance,positive
dicciis.,His  business succeeded because of his good management.,positive
keehi koshshiyabaa.,Good governance is very essential.,positive
caanana danddayenna.,The feeble donkey cannot carry a quintal of salt.%(syn),negative
tamaaree paaciyan aadhdhibeenna.,The lazy student has not passed the,negative
examination.%● Azalla bitaniyassi sooni ay oosoynne baawa.,A lazy man does not,negative
bessees.,Everybody must follow the orders of his/her boss.,positive
statement of command%► commandment%● tammu azazota,ten commandments,positive
aagee tana azzanttiis.,His provocative speech made me sorry.,negative
asttamaariya azzanttiis.,His careless speech grieved the teacher.%(syn),negative
kayyoyiis%►. pity%● I zaari zaari kunddidoogan asaaa azzanttiis.,People pitied,negative
xomoosanaagaa balaas.,"Excuse me, I forgot to visit you at lunch time.%(syn)",negative
I mistook her offer as a threat.%● Baliyogee asan diyabaa.,To err is human.,positive
kattaa: daabuwara shayiyara kahuwa mi aqida.,We had a simple dinner of bread,positive
"Qeeri naata dechchiyogee lo""o giddenna.",It is not advisable to beat children.,negative
%● Bitanee ba suyliya deshettid ha''i wobbees.,The man hurt his leg and is now,negative
limping.%● Laaggiyagee kaamiyan uteeliya dechchiis.,The driver crashed the car,negative
"into the hotel. %● Naata dechchikko, qasho keettaa keettaa gelaasa.",If you hit,positive
na'ay bari asttamaareessi azazettenna.,The naughty child does not obey her,negative
stubborn%● Desha asi oddidobaa sohuwara ekkenna.,A stubborn person does not,negative
doorays. Ne shin?,I prefer coffee to tea. What about you?,positive
phuuphulliya doorada shammaasu.,She chose and bought the eggs from the market.,negative
kanttifaa dooriis.,Soddo town has elected its new mayor.,positive
bees and other insects from flower nectar%● Eessay bariya adussees.,Honey,positive
prolongs life. %► mead %● Caalida eessaa uyiyogee mattoyees.,Drinking,negative
Paranjjattuwan 'haydromeeliya' geetettees.,"In English, honey mixed with water",positive
keexettibeenna.,The ill-proportioned house was built incorrectly.,negative
(of nose) %● Assi siiree eqa.,He has a pointed nose.,positive
terrible (of a man)%● eqa maccaaasiyo,a nagging wife,negative
noted; acquaintance %● I erettida akttere.,He was a well-known actor.,positive
alamiyan erettida asa.,The king is a prominent person in the world.,positive
Qananiisi erettida wottanchcha.,Kenenisa is a famous runner.,positive
Manddeelli erettida kaalettiya asa.,Nelson Mandela is famous leader.,positive
"leader, officer, high mark%● A aaway gadaawavgididi dooretiis.",His father was,positive
zino yeddiis.,My boss resigned his office yesterday.%(syn) [halaafiya.],negative
gadiya shakki ekkidosona.,The children divided the plot of land when their,negative
father died.%● Asay gadiya oottiiddi bolees.,People sing while digging land.%,positive
sohuwa.,Land is the solid part of the earth’s surface not covered by a body of,positive
Gebre Sillaasee gakettaappe simmin doomettiis.,The Great Ethiopian Race began,positive
zilaytti badala gakettan yiis.,My brother visited our family last year during,positive
the ripening of maize.%► maturation; growth%● yiiratu asa gamma gakkettaa,the,positive
ekkiis.,"He married the girl next door.%(syn) [galddiyo, mulssiyo.]",negative
land%● Goyettidi go''an pee'ibeenna biittay geela'o biitta geetettees.,The,positive
Mayraamo,the Virgin Mary,positive
gixxiis.,He wore a pair of trousers.%(syn) [shookkiis],negative
somebody or a country with weapons%● Wotaadarati gixxidosona.,The soldiers,positive
aakimiya zorettaa bessiis.,He consulted the nurse in order to heal the,negative
patient.%● Xaliya mitti simmidi hargganchchay guuttaa pashkkiis.,Having taken,positive
bessees.,A sick person should quickly get treatment.,negative
balggo irxxees.,It becomes cold in the rainy season and becomes hot in the dry,negative
"neessi lo''enna,"" keettaaway ba keettaayyiyo yaagiis.","Please, calm down! It",negative
dawwalee dawwalettanaappe kasettidi kifiliyappe kiyiichchoosona.,Some lazy,negative
tamaare naati de'oosona.,There are fifty students in my class.,positive
%● Anoy dozatu bollaa kifiliya.,A stem is a part of a plant.,positive
gediya me''iis.,The boy fell into the river and broke his leg.%(syn) [huuphe,negative
"canggaraariis, biittaa shammiis]%► fail%● A zilaytti paaciyan kunddaasu.",She,positive
failed the examination last year.%● I kolloojjiya gelennan kunddi attiis.,He,positive
"beeruwa kaamee baynna gishawu, tohuwan baanawu kuuyaas.",I decided to walk to,positive
the office as there was no car service.%● Booraa gatiya kuuyiis.,He fixed the,negative
gidiyogaa bessiis.,The results showed that both the children are lazy,negative
shayee mal''ibeenna.,"Because she put a small amount of sugar into the tea, it",negative
"%● Kattaa zeriiddi laalanttikko, goobees.","If a crop is sown sparse, it will be",negative
fruitful.%● Goshshanchchay kaarootiya laallanttiis.,The farmer thinned the,negative
luxiyageeta laallanttiis.,The teacher's instructions confused the students.,negative
danddayenna.,Weak hands cannot grasp things well.,negative
uncomplicated; unproblematic%● Tamaareti lefa paaciyan aadhdhidosona.,The,positive
leppiis%1. intransitive verb%► be loose%● A saqqee leppiis.,His belt is loose.,negative
"Hargganchchay heezzu aginaa zin""i denddidi leppiis.",Being in bed for three,negative
"Students, sit properly please.%● Ayssi maara uttikkii?",Why don't you sit,negative
properly?%2 . adjective%► proper; orderly%● maara oosuwa,proper work,positive
maccaasiyo%1. noun%► wife%● Azinay ba maccaasiyo siiqees.,A husband loves his,positive
warettiya xalttaama maccaasa.,This is a violent woman who quarrels with her,negative
husband.%● He maccaassiya azinaa gelabeykku.,That maiden has not married yet.,negative
"gidanaw danddayees, shin iray bukkennan aggenna.","It could be my imagination,",positive
erenna.,A magician knows nothing about my future.,negative
sintta deettaabaa erees giidi ammanoosona.,Some people believe a sorcerer,positive
sunttay mazggabaappe qucettiichchiis.,His name has been canceled from the,negative
qonccissiya mazggabati de'oosona.,The Ministry of Education has many ledgers,negative
yererettiis.,Registration for the students was postponed due to the heavy,negative
xaafuwa erawu go''ees.,Reading the newspaper is a benefit of being literate.,positive
nabbaboy taassi erettenna.,The pronunciation of this word is not clear for me.,negative
neessi bollo.,Your daughter's husband is your son in-law.,positive
neessi woytuwa immana.,"If you answer this question, I am going to reward you.",positive
%● Oossinne ay oyshikka de'ii?,Does anyone have any questions?,negative
Wontto maallado paaciyan aadhdhida naatussi oychchi zaaroy de'ees.,Tomorrow,positive
loyttidi moosonanne daro xiskkoosona.,"Healthy people get exercise, eat well,",positive
and get plenty of sleep.%● I pashkka somm''oy asa ubbaa ufayssiis.,Her radiant,positive
smiley; funny%● Iyyoo pashkka hanotay de'ees.,She has a joyful attitude.%(syn),positive
"better, regain health%● A masunttay shuhetti simmin guutta paxiiddi dees.",His,positive
hargganchchay paxees.,"If a patient uses an effective medicine, it heals him.",positive
Mata wode sahetto sahuwappe hargganchchay muleera paxiis.,The patient has,positive
doosona.,"Four lively people are dancing.%(syn) [pilaata, tilla.]",positive
payya ooso.,That was a noble deed that you did for the children.,positive
The grains boiled over.%● Jabanan diya tukkee porees.,The coffee in the kettle,negative
poroosona.,Children raised without discipline become conceited.%(syn),negative
punniis%1. transitive verb%► blow; puff%● I xurumbbaa punniis.,He blew a,negative
trumpet.%● Sigaaraa sarbbidi daro cuwaa punniis,He inhaled and blew out a,negative
stream of cigarette smoke.%(syn) [suraggiis.]%► sift%● A kattaa punnaasu.,She,positive
stronghold%● tooranchchatu qatuwa,military fort,positive
A qatuwa demmanaw danddayabeykke.,I couldn't find his address.,negative
Shankkanchchati qatuwan naa''u saamintta takkidosona.,The hunters stayed in,positive
"polish%● Hayyanaa, ta caammaa quccarkkii; qitattiis.",Would you please clean my,negative
masggabaappe qucciichchiis.,The director deleted the naughty students' names,negative
from the list.%● Xamanjjaa qucciis.,He buffed the gun.,negative
beeruwa baanaappe kasetidi caammaa qucissees.,The man usually had someone,positive
saluwa%1. noun%► sky; firmament; space%● Kafoy saluwan paallees.,Birds fly in,positive
the sky.%● Saloy samaaye.,The sky is blue.%(syn) [deegaraa.],positive
asay hayquwappe hini baggan saluwan de'oy diyogaa ammanees.,Many people,positive
sigaaraa sarbbiyonaa?,Do theycsmoke inside the bus?,negative
galatays. Ta sijaara sarbbikke.,"Would you like a cigarette? No, thanks. I",negative
don't smoke.%► devour%● I qumaa guutta wodiyan sarbbiis.,He devoured the food,positive
"Laa'iya harggiya gaasuwan, A aakimee haratuppe shaahetta giis.",Because of the,negative
di'uwan shaahetti wodhdhiis.,The town has been cut off by the floods.%2.,negative
kaallibeenna.,"He went to school, but he did not attend the lessons properly.",negative
"however%● I iita harggidaagaa shin ha""i pilaattiidi dees.",He has been,positive
takkiis.,He stayed until we left.,negative
Whom did they invite to the wedding?%● Ta zino A son laaxaa shoobettaas.,I was,positive
quarreling people)%● Naa''u warettiya asata shoobba!,Help two quarrelers.,negative
surgery%● I shuhawu hospitaaliya biidi dees.,He is going to the hospital to,negative
have an operation.%● Dottoree shuhaa poliis.,The doctor performed the surgery.,positive
"baalaayyoo wogga, modhdho booraa shukkiis.",The association of people killed a,negative
maanaassi shuhettoosona.,Sheep and goats are slaughtered for their meat.%(syn),negative
shukkiis.,The doctor operated on his stomach.,negative
kessiis.,The man shoved the thief out of the way.,negative
bessaas.,I gave her a gentle push to talk.,positive
sugettoosona.,People shove one another in the market.,negative
gelidaagee qaaxenna. Asa ubbay sugana mala koyees.,The bus cannot move in the,negative
sunttettiis.,Your father worked hard and was promoted.,positive
Aaway hayqqiidi wogga keettaa bayra machcheessi sunttiis.,Father assigned the,positive
